	genbank_id	description	taxonomy_name
239	KY034786.1	HIV-1 isolate 58 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
240	KY034787.1	HIV-1 isolate 59 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
241	KY034788.1	HIV-1 isolate 60 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
242	KY034789.1	HIV-1 isolate 60_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
243	KY034790.1	HIV-1 isolate 60_3 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
244	KY034791.1	HIV-1 isolate 61 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
245	KY034792.1	HIV-1 isolate 62 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
246	KY034793.1	HIV-1 isolate 63 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
247	KY034794.1	HIV-1 isolate 63_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
248	KY034795.1	HIV-1 isolate 64 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
249	KY034796.1	HIV-1 isolate 65 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
250	KY034797.1	HIV-1 isolate 66 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
251	KY034798.1	HIV-1 isolate 67 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
252	KY034799.1	HIV-1 isolate 68 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
253	KY034800.1	HIV-1 isolate 69 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
254	KY034801.1	HIV-1 isolate 70 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
255	KY034802.1	HIV-1 isolate 71 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
256	KY034803.1	HIV-1 isolate 72 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
257	KY034804.1	HIV-1 isolate 73 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
258	KY034805.1	HIV-1 isolate 74 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
259	KY034806.1	HIV-1 isolate 75 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
260	KY034807.1	HIV-1 isolate 75_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
261	KY034808.1	HIV-1 isolate 75_3 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
262	KY034809.1	HIV-1 isolate 76 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
263	KY034810.1	HIV-1 isolate 76_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
264	KY034811.1	HIV-1 isolate 76_3 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
265	KY034812.1	HIV-1 isolate 76_4 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
266	KY034813.1	HIV-1 isolate 76_5 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
267	KY034814.1	HIV-1 isolate 77 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
268	KY034815.1	HIV-1 isolate 78 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
269	KY034816.1	HIV-1 isolate 79 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
270	KY034817.1	HIV-1 isolate 80 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
271	KY034818.1	HIV-1 isolate 81 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
272	KY034819.1	HIV-1 isolate 81_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
273	KY034820.1	HIV-1 isolate 81_3 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
274	KY034821.1	HIV-1 isolate 82 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
275	KY034822.1	HIV-1 isolate 83 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
276	KY034823.1	HIV-1 isolate 84 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
277	KY034824.1	HIV-1 isolate 84_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
278	KY034825.1	HIV-1 isolate 85 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
279	KY034826.1	HIV-1 isolate 86 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
280	KY034827.1	HIV-1 isolate 87 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
281	KY034829.1	HIV-1 isolate 88_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
282	KY034830.1	HIV-1 isolate 89 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
283	KY034832.1	HIV-1 isolate 90_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
284	KY034833.1	HIV-1 isolate 91 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
285	KY034835.1	HIV-1 isolate 92_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
286	KY034838.1	HIV-1 isolate 93 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
287	KY034839.1	HIV-1 isolate 93_2 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
288	KY034840.1	HIV-1 isolate 93_3 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
289	KY034841.1	HIV-1 isolate 94 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
290	KY034842.1	HIV-1 isolate 95 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
291	KY034843.1	HIV-1 isolate 96 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
292	KY034844.1	HIV-1 isolate 97 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
293	KY034845.1	HIV-1 isolate 98 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
294	KY034846.1	HIV-1 isolate 99 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
295	KY034847.1	HIV-1 isolate 100 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
296	KY034848.1	HIV-1 isolate 101 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
297	KY034849.1	HIV-1 isolate 102 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
298	KY034850.1	HIV-1 isolate 103 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
299	KY034851.1	HIV-1 isolate 104 from USA pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
300	KU660495.1	HIV-1 isolate VOR13_CADNA_CD4Tcell_Followup_13 from Australia envelope glycoprotein (env) gene, partial cds.	Human immunodeficiency virus 1
301	KU754522.2	Lye Green virus isolate Dobs_PoolSeq4 VP1, VP2, VP3, putative glycoprotein, and putative polymerase genes, complete cds.	Lye Green virus
302	KU754523.1	Withyham virus putative L protein gene, partial cds.	Withyham virus
303	KU754524.1	Cherry Gardens virus putative L protein gene, partial cds.	Cherry Gardens virus
304	KU754525.1	Craigmillar Park virus segment 2 putative polymerase genes, complete cds.	Craigmillar Park virus
305	KU754526.1	Craigmillar Park virus segment 1 putative polymerase gene, partial cds.	Craigmillar Park virus
306	KU754527.1	Eridge virus segment A putative polyprotein gene, complete cds.	Eridge virus
307	KU754528.1	Eridge virus segment B putative replicase gene, complete cds.	Eridge virus
308	KU754529.1	Newington virus segment RNA1 putative polymerase gene, complete cds.	Newington virus
309	KU754530.1	Newington virus segment RNA2 putative coat protein precursor, gene, complete cds.	Newington virus
310	KU754531.1	Soudat virus segment 3 putative major core protein gene, complete cds.	Soudat virus
311	KU754532.1	Soudat virus segment 5 hypothetical protein gene, partial cds.	Soudat virus
312	KU754533.1	Soudat virus segment 1 putative polymerase gene, partial cds.	Soudat virus
313	KU754534.1	Soudat virus segment 2 hypothetical protein gene, partial cds.	Soudat virus
314	KU754535.1	Grange virus segment 6 hypothetical protein gene, partial cds.	Grange virus
315	KU754536.1	Grange virus segment 7 hypothetical protein gene, partial cds.	Grange virus
316	KU754537.1	Grange virus segment 1 putative polymerase gene, partial cds.	Grange virus
317	KU754538.1	Grange virus segment 2 putative major core protein gene, partial cds.	Grange virus
318	KU754539.1	Boutonnet virus putative polyprotein and hypothetical protein genes, complete cds.	Boutonnet virus
319	KU755693.1	Canine adenovirus 1 isolate 300115/3 hexon gene, partial cds.	Canine adenovirus 1
320	KU755712.1	Canine adenovirus 1 isolate 220515/1 E3 and fiber genes, partial cds.	Canine adenovirus 1
321	KU755730.1	Canine adenovirus 1 isolate 300115/2 ORF30 gene, complete cds.	Canine adenovirus 1
322	KU755746.1	Canine adenovirus 1 isolate 201114/1 fiber gene, partial cds.	Canine adenovirus 1
323	KU756096.1	Measles virus genotype D8 strain MVs/Salalah.OMN/1.16/[D8] nucleoprotein (N) gene, partial cds.	Measles virus genotype D8
324	KU756226.1	Bovine viral diarrhea virus 1b strain HJ-1 polyprotein gene, complete cds.	Bovine viral diarrhea virus 1b
325	KU756291.1	Norovirus Hu/GII.P4/VIG246/2003/BRA RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Norovirus Hu/GII.P4/VIG246/2003/BRA
326	KU756292.1	Norovirus Hu/GII.4/VIG246/2003/BRA capsid protein (VP1) gene, partial cds.	Norovirus Hu/GII.4/VIG246/2003/BRA
327	KU756294.1	Norovirus Hu/GII.P4/2A1049/2009/BRA RNA-dependent RNA polymerase (RdRp) gene, partial cds.	Norovirus Hu/GII.P4/2A1049/2009/BRA
328	KU756295.1	Norovirus Hu/GII.4/2A1049/2009/BRA capsid protein (VP1) gene, partial cds.	Norovirus Hu/GII.4/2A1049/2009/BRA
329	KU957400.1	Hepacivirus C isolate Z-10-16_M13uni from Lithuania E1E2 gene, partial cds.	Hepacivirus C
330	KX092226.1	UNVERIFIED: Coronaviridae sp. isolate 7563L11R5RATCoV RdRp-like gene, partial sequence.	Coronaviridae sp.
331	KX092228.1	UNVERIFIED: Coronaviridae sp. isolate 7563L11R6RATCoV RdRp-like gene, partial sequence.	Coronaviridae sp.
332	KX092229.1	Hepeviridae isolate PIG-VIENTMA-038 ORF2 gene, partial cds.	Hepeviridae
333	KX092230.1	Hepeviridae isolate PIG-VIENTMA-088 ORF2 gene, partial cds.	Hepeviridae
334	KX092236.1	Hepeviridae isolate PIG-VIETNAM-303 ORF2 gene, partial cds.	Hepeviridae
335	KX092237.1	Hepeviridae isolate PIG-VIETNAM-320 ORF2 gene, partial cds.	Hepeviridae
336	KX092238.1	Hepeviridae isolate PIG-VIETNAM-393 ORF2 gene, partial cds.	Hepeviridae
337	KX092239.1	Hepeviridae isolate PIG-VIETNAM-256 ORF2 gene, partial cds.	Hepeviridae
338	KX092242.1	Hepeviridae isolate PIG-VIETNAM-369 ORF2 gene, partial cds.	Hepeviridae
339	KX092243.1	Hepeviridae isolate PIG-VIETNAM-376 ORF2 gene, partial cds.	Hepeviridae
340	KX092246.1	Hepeviridae isolate PIG-VIETNAM-265 ORF2 gene, partial cds.	Hepeviridae
341	KX092247.1	Hepeviridae isolate PIG-VIETNAM-295 ORF2 gene, partial cds.	Hepeviridae
342	KX092248.1	Hepeviridae isolate PIG-VIETNAM-420 ORF2 gene, partial cds.	Hepeviridae
343	KX092251.1	Hepeviridae isolate PIG-VIETNAM-156 ORF2 gene, partial cds.	Hepeviridae
344	KX092254.1	Hepeviridae isolate PIG-VIETNAM-160 ORF2 gene, partial cds.	Hepeviridae
345	KX092259.1	Hepeviridae isolate PIG-VIETNAM-217 ORF2 gene, partial cds.	Hepeviridae
346	KX092260.1	UNVERIFIED: Hepeviridae isolate PIG-VIETNAM-056 ORF2-like gene, partial sequence.	Hepeviridae
347	KX092261.1	Hepeviridae isolate PIG-VIETNAM-088 ORF2 gene, partial cds.	Hepeviridae
348	KX092263.1	Hepeviridae isolate PIG-VIETNAM-243 ORF2 gene, partial cds.	Hepeviridae
349	KX092265.1	Hepeviridae isolate PIG-VIETNAM-276 ORF2 gene, partial cds.	Hepeviridae
350	KX092269.1	Hepeviridae isolate PIG-VIETNAM-039 ORF2 gene, partial cds.	Hepeviridae
351	KX092270.1	Hepeviridae isolate PIG-VIETNAM0-40 ORF2 gene, partial cds.	Hepeviridae
352	KX092271.1	Hepeviridae isolate PIG-VIETNAM-042 ORF2 gene, partial cds.	Hepeviridae
353	KX092274.1	Hepeviridae isolate PIG-VIETNAM-1434 ORF2 gene, partial cds.	Hepeviridae
354	KX092275.1	Hepeviridae isolate PIG-VIETNAM-467 ORF2 gene, partial cds.	Hepeviridae
355	KX092277.1	Hepeviridae isolate PIG-VIETNAM-029 ORF2 gene, partial cds.	Hepeviridae
356	KX092278.1	Hepeviridae isolate PIG-VIETNAM-049 ORF2 gene, partial cds.	Hepeviridae
357	KX092281.1	Hepeviridae isolate PIG-VIETNAM-149 ORF2 gene, partial cds.	Hepeviridae
358	KX092283.1	Hepeviridae isolate PIG-VIETNAM-231 ORF2 gene, partial cds.	Hepeviridae
359	KX092284.1	Hepeviridae isolate PIG-VIETNAM-29 ORF2 gene, partial cds.	Hepeviridae
360	KX092287.1	Hepeviridae isolate PIG-VIETNAM-L08 ORF2 gene, partial cds.	Hepeviridae
361	KX092292.1	Hepeviridae isolate PIG-VIETNAM-L12 ORF2 gene, partial cds.	Hepeviridae
362	KX092295.1	Enterovirus A71 isolate 87-Irk-2011 polyprotein gene, partial cds.	Enterovirus A71
363	KX092296.1	Enterovirus A71 isolate 88-Irk-2011 polyprotein gene, partial cds.	Enterovirus A71
364	KX092297.1	Coxsackievirus B4 isolate 10-Irk-2011 polyprotein gene, partial cds.	Coxsackievirus B4
365	KX092300.1	Coxsackievirus B5 isolate 36-Irk-2014 polyprotein gene, partial cds.	Coxsackievirus B5
366	KX092302.1	Coxsackievirus B5 isolate 46-Irk-2014 polyprotein gene, partial cds.	Coxsackievirus B5
367	KX092305.1	Coxsackievirus B5 isolate 20-Irk-2011 polyprotein gene, partial cds.	Coxsackievirus B5
368	KX092322.1	Echovirus E19 isolate 56-Irk-2014 polyprotein gene, partial cds.	Echovirus E19
369	KX092323.1	Echovirus E11 isolate 40-Irk-2014 polyprotein gene, partial cds.	Echovirus E11
370	KX092324.1	Echovirus E11 isolate 18-Irk-2011 polyprotein gene, partial cds.	Echovirus E11
371	KX092325.1	Echovirus E6 isolate 25-Irk-2011 polyprotein gene, partial cds.	Echovirus E6
372	KX189068.1	Norovirus GIII strain GIII/Bo/TR/2008/GIII.P1_GIII.1/Aksaray/K066 RNA-dependent RNA polymerase and viral protein 1 genes, partial cds.	Norovirus GIII
373	KX189069.1	Norovirus GIII strain GIII/Bo/TR/2006/GIII.P2_GIII.2/Aksaray/K59 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds.	Norovirus GIII
374	KX189070.1	Norovirus GIII strain GIII/Bo/TR/2008/GIII.P1_GIII.2/Aksaray/K060 RNA-dependent RNA polymerase and capsid protein genes, partial cds.	Norovirus GIII
375	KX189072.1	Norovirus GIII strain GIII/Bo/TR/2013/Eskisehir/211 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
376	KX189073.1	Norovirus GIII strain GIII/Bo/TR/2014/Izmir/TE8 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
377	KX189074.1	Norovirus GIII strain GIII/Bo/TR/2014/Izmir/665 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
378	KX189075.1	Norovirus GIII strain GIII/Bo/TR/2012/Kirklareli/630746 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
379	KX189076.1	Norovirus GIII strain GIII/Bo/TR/2009/Bursa/B6 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
380	KX189078.1	Norovirus GIII strain GIII/Bo/TR/2014/Izmir/IAM1 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
381	KX189082.1	Norovirus GIII strain GIII/Bo/TR/2014/Ankara/D97 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
382	KX189085.1	Norovirus GIII strain GIII/Bo/TR/2006/Aksaray/K2 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
383	KX189089.1	Norovirus GIII strain GIII/Bo/TR/2014/Ankara/A1 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
384	KX189093.1	Norovirus GIII strain GIII/Bo/TR/2015/Ankara/3076 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
385	KX189094.1	Norovirus GIII strain GIII/Bo/TR/2016/Aksaray/K3877 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
386	KX189095.1	Norovirus GIII strain GIII/Bo/TR/2015/Sanliurfa/8553 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
387	KX189096.1	Norovirus GIII strain GIII/Bo/TR/2015/Ankara/YL1 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
388	KX189097.1	Norovirus GIII strain GIII/Bo/TR/2013/Izmir/1956470 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
389	KX189099.1	Norovirus GIII strain GIII/Bo/TR/2013/Eskisehir/214 RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
390	KX189100.1	Norovirus GIII strain GIII/Bo/TR/2015/Cankiri/C1H RNA-dependent RNA polymerase gene, partial cds.	Norovirus GIII
391	KX189174.1	West Nile virus isolate 2D polyprotein gene, partial cds.	West Nile virus
392	KX189175.1	West Nile virus isolate 4A polyprotein gene, partial cds.	West Nile virus
393	KX189176.1	West Nile virus isolate 4B polyprotein gene, partial cds.	West Nile virus
394	KX189180.1	Coxsackievirus A6 isolate GD349/2011, complete genome.	Coxsackievirus A6
395	KX189190.1	Coxsackievirus A6 isolate GD454/2013, complete genome.	Coxsackievirus A6
396	KX192317.1	Iris yellow spot virus isolate t5-ruwa nucleocapsid (N) gene, partial cds.	Iris yellow spot virus
397	KX192329.1	Tomato spotted wilt orthotospovirus isolate 81-cherrypepper-zim nucleocapsid (N) gene, partial cds.	Tomato spotted wilt orthotospovirus
398	KX192332.1	Tomato spotted wilt orthotospovirus isolate 86-potato-zim nucleocapsid (N) gene, partial cds.	Tomato spotted wilt orthotospovirus
399	KX192388.1	Prunus virus F isolate SwC-43_1a segment 1, complete sequence.	Prunus virus F
400	KJ474374.1	HIV-1 isolate 2011PAP104 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
401	KJ474375.1	HIV-1 isolate 2011PAP105 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
402	KJ474376.1	HIV-1 isolate 2011PAP106 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
403	KJ474377.1	HIV-1 isolate 2011PAP107 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
404	KJ474378.1	HIV-1 isolate 2011PAP109 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
405	KJ474379.1	HIV-1 isolate 2011PAP110 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
406	KJ474380.1	HIV-1 isolate 2011PAP112 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
407	KJ474381.1	HIV-1 isolate 2011PAP113 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
408	KJ474382.1	HIV-1 isolate 2011PAP114 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
409	KJ474383.1	HIV-1 isolate 2011PAP115 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
410	KJ474384.1	HIV-1 isolate 2011PAP116 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
411	KJ474385.1	HIV-1 isolate 2011PAP117 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
412	KJ474386.1	HIV-1 isolate 2012PA0017 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
413	KJ474387.1	HIV-1 isolate 2012PA0022 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
414	KJ474388.1	HIV-1 isolate 2012PA0102 from Panama pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1
